season,category,region,channel,color_family,color_hex,is_core,forecast_strength,week,units_received,units_sold_fullprice,units_sold_markdown,on_markdown,unit_price
AW24,Outerwear,APAC,Online,Black,#1A1A1A,1,20,12,0,14.8,0.0,0,159
AW24,Outerwear,APAC,Online,Black,#1A1A1A,1,20,13,0,0.0,89.7,1,159
AW24,Outerwear,APAC,Online,Black,#1A1A1A,1,20,14,0,0.0,49.3,1,159
AW24,Footwear,North America,Retail,Black,#1A1A1A,1,20,1,1415,161.1,0.0,0,99
AW24,Footwear,North America,Retail,Black,#1A1A1A,1,20,2,0,137.3,0.0,0,99
AW24,Footwear,North America,Retail,Black,#1A1A1A,1,20,3,0,117.0,0.0,0,99
AW24,Footwear,North America,Retail,Black,#1A1A1A,1,20,4,0,99.7,0.0,0,99
AW24,Footwear,North America,Retail,Black,#1A1A1A,1,20,5,0,85.0,0.0,0,99
AW24,Footwear,North America,Retail,Black,#1A1A1A,1,20,6,0,72.4,0.0,0,99
AW24,Footwear,North America,Retail,Black,#1A1A1A,1,20,7,0,61.7,0.0,0,99
AW24,Footwear,North America,Retail,Black,#1A1A1A,1,20,8,0,52.6,0.0,0,99
AW24,Footwear,North America,Retail,Black,#1A1A1A,1,20,9,0,44.8,0.0,0,99
AW24,Footwear,North America,Retail,Black,#1A1A1A,1,20,10,0,38.2,0.0,0,99
AW24,Footwear,North America,Retail,Black,#1A1A1A,1,20,11,0,32.5,0.0,0,99
AW24,Footwear,North America,Retail,Black,#1A1A1A,1,20,12,0,27.7,0.0,0,99
AW24,Footwear,North America,Retail,Black,#1A1A1A,1,20,13,0,0.0,218.2,1,99
AW24,Footwear,North America,Retail,Black,#1A1A1A,1,20,14,0,0.0,120.0,1,99
AW24,Footwear,North America,Online,Black,#1A1A1A,1,20,1,1297,143.6,0.0,0,99
AW24,Footwear,North America,Online,Black,#1A1A1A,1,20,2,0,122.4,0.0,0,99
AW24,Footwear,North America,Online,Black,#1A1A1A,1,20,3,0,104.3,0.0,0,99
AW24,Footwear,North America,Online,Black,#1A1A1A,1,20,4,0,88.9,0.0,0,99
AW24,Footwear,North America,Online,Black,#1A1A1A,1,20,5,0,75.7,0.0,0,99
AW24,Footwear,North America,Online,Black,#1A1A1A,1,20,6,0,64.5,0.0,0,99
AW24,Footwear,North America,Online,Black,#1A1A1A,1,20,7,0,55.0,0.0,0,99
AW24,Footwear,North America,Online,Black,#1A1A1A,1,20,8,0,46.9,0.0,0,99
AW24,Footwear,North America,Online,Black,#1A1A1A,1,20,9,0,0.0,268.1,1,99
AW24,Footwear,North America,Online,Black,#1A1A1A,1,20,10,0,0.0,147.5,1,99
AW24,Footwear,North America,Online,Black,#1A1A1A,1,20,11,0,0.0,81.1,1,99
AW24,Footwear,North America,Online,Black,#1A1A1A,1,20,12,0,0.0,44.6,1,99
AW24,Footwear,North America,Online,Black,#1A1A1A,1,20,13,0,0.0,24.5,1,99
AW24,Footwear,North America,Online,Black,#1A1A1A,1,20,14,0,0.0,13.5,1,99
AW24,Footwear,Europe,Retail,Black,#1A1A1A,1,20,1,1464,153.5,0.0,0,99
AW24,Footwear,Europe,Retail,Black,#1A1A1A,1,20,2,0,130.8,0.0,0,99
AW24,Footwear,Europe,Retail,Black,#1A1A1A,1,20,3,0,111.4,0.0,0,99
AW24,Footwear,Europe,Retail,Black,#1A1A1A,1,20,4,0,95.0,0.0,0,99
AW24,Footwear,Europe,Retail,Black,#1A1A1A,1,20,5,0,80.9,0.0,0,99
AW24,Footwear,Europe,Retail,Black,#1A1A1A,1,20,6,0,69.0,0.0,0,99
AW24,Footwear,Europe,Retail,Black,#1A1A1A,1,20,7,0,58.8,0.0,0,99
AW24,Footwear,Europe,Retail,Black,#1A1A1A,1,20,8,0,50.1,0.0,0,99
AW24,Footwear,Europe,Retail,Black,#1A1A1A,1,20,9,0,0.0,321.6,1,99
AW24,Footwear,Europe,Retail,Black,#1A1A1A,1,20,10,0,0.0,176.9,1,99
AW24,Footwear,Europe,Retail,Black,#1A1A1A,1,20,11,0,0.0,97.3,1,99
AW24,Footwear,Europe,Retail,Black,#1A1A1A,1,20,12,0,0.0,53.5,1,99
AW24,Footwear,Europe,Retail,Black,#1A1A1A,1,20,13,0,0.0,29.4,1,99
AW24,Footwear,Europe,Retail,Black,#1A1A1A,1,20,14,0,0.0,16.2,1,99
AW24,Footwear,Europe,Online,Black,#1A1A1A,1,20,1,1176,125.0,0.0,0,99
AW24,Footwear,Europe,Online,Black,#1A1A1A,1,20,2,0,106.5,0.0,0,99
AW24,Footwear,Europe,Online,Black,#1A1A1A,1,20,3,0,90.8,0.0,0,99
AW24,Footwear,Europe,Online,Black,#1A1A1A,1,20,4,0,77.4,0.0,0,99
AW24,Footwear,Europe,Online,Black,#1A1A1A,1,20,5,0,65.9,0.0,0,99
AW24,Footwear,Europe,Online,Black,#1A1A1A,1,20,6,0,56.2,0.0,0,99
AW24,Footwear,Europe,Online,Black,#1A1A1A,1,20,7,0,47.9,0.0,0,99
AW24,Footwear,Europe,Online,Black,#1A1A1A,1,20,8,0,40.8,0.0,0,99
AW24,Footwear,Europe,Online,Black,#1A1A1A,1,20,9,0,0.0,254.5,1,99
AW24,Footwear,Europe,Online,Black,#1A1A1A,1,20,10,0,0.0,140.0,1,99
AW24,Footwear,Europe,Online,Black,#1A1A1A,1,20,11,0,0.0,77.0,1,99
AW24,Footwear,Europe,Online,Black,#1A1A1A,1,20,12,0,0.0,42.3,1,99
AW24,Footwear,Europe,Online,Black,#1A1A1A,1,20,13,0,0.0,23.3,1,99
AW24,Footwear,Europe,Online,Black,#1A1A1A,1,20,14,0,0.0,12.8,1,99
AW24,Footwear,APAC,Retail,Black,#1A1A1A,1,20,1,1081,110.3,0.0,0,99
AW24,Footwear,APAC,Retail,Black,#1A1A1A,1,20,2,0,94.0,0.0,0,99
AW24,Footwear,APAC,Retail,Black,#1A1A1A,1,20,3,0,80.1,0.0,0,99
AW24,Footwear,APAC,Retail,Black,#1A1A1A,1,20,4,0,68.3,0.0,0,99
AW24,Footwear,APAC,Retail,Black,#1A1A1A,1,20,5,0,58.2,0.0,0,99
AW24,Footwear,APAC,Retail,Black,#1A1A1A,1,20,6,0,49.6,0.0,0,99
AW24,Footwear,APAC,Retail,Black,#1A1A1A,1,20,7,0,42.2,0.0,0,99
AW24,Footwear,APAC,Retail,Black,#1A1A1A,1,20,8,0,36.0,0.0,0,99
AW24,Footwear,APAC,Retail,Black,#1A1A1A,1,20,9,0,0.0,244.0,1,99
AW24,Footwear,APAC,Retail,Black,#1A1A1A,1,20,10,0,0.0,134.2,1,99
AW24,Footwear,APAC,Retail,Black,#1A1A1A,1,20,11,0,0.0,73.8,1,99
AW24,Footwear,APAC,Retail,Black,#1A1A1A,1,20,12,0,0.0,40.6,1,99
AW24,Footwear,APAC,Retail,Black,#1A1A1A,1,20,13,0,0.0,22.3,1,99
AW24,Footwear,APAC,Retail,Black,#1A1A1A,1,20,14,0,0.0,12.3,1,99
AW24,Footwear,APAC,Online,Black,#1A1A1A,1,20,1,796,91.5,0.0,0,99
AW24,Footwear,APAC,Online,Black,#1A1A1A,1,20,2,0,78.0,0.0,0,99
AW24,Footwear,APAC,Online,Black,#1A1A1A,1,20,3,0,66.4,0.0,0,99
AW24,Footwear,APAC,Online,Black,#1A1A1A,1,20,4,0,56.6,0.0,0,99
AW24,Footwear,APAC,Online,Black,#1A1A1A,1,20,5,0,48.2,0.0,0,99
AW24,Footwear,APAC,Online,Black,#1A1A1A,1,20,6,0,41.1,0.0,0,99
AW24,Footwear,APAC,Online,Black,#1A1A1A,1,20,7,0,35.0,0.0,0,99
AW24,Footwear,APAC,Online,Black,#1A1A1A,1,20,8,0,29.8,0.0,0,99
AW24,Footwear,APAC,Online,Black,#1A1A1A,1,20,9,0,25.4,0.0,0,99
AW24,Footwear,APAC,Online,Black,#1A1A1A,1,20,10,0,21.7,0.0,0,99
AW24,Footwear,APAC,Online,Black,#1A1A1A,1,20,11,0,18.5,0.0,0,99
AW24,Footwear,APAC,Online,Black,#1A1A1A,1,20,12,0,15.7,0.0,0,99
AW24,Footwear,APAC,Online,Black,#1A1A1A,1,20,13,0,0.0,120.6,1,99
AW24,Footwear,APAC,Online,Black,#1A1A1A,1,20,14,0,0.0,66.3,1,99
AW24,Dresses,North America,Retail,White,#F2EFE6,1,20,1,1951,227.6,0.0,0,89
AW24,Dresses,North America,Retail,White,#F2EFE6,1,20,2,0,194.0,0.0,0,89
AW24,Dresses,North America,Retail,White,#F2EFE6,1,20,3,0,165.3,0.0,0,89
AW24,Dresses,North America,Retail,White,#F2EFE6,1,20,4,0,140.9,0.0,0,89
AW24,Dresses,North America,Retail,White,#F2EFE6,1,20,5,0,120.0,0.0,0,89
AW24,Dresses,North America,Retail,White,#F2EFE6,1,20,6,0,102.3,0.0,0,89
AW24,Dresses,North America,Retail,White,#F2EFE6,1,20,7,0,87.2,0.0,0,89
AW24,Dresses,North America,Retail,White,#F2EFE6,1,20,8,0,74.3,0.0,0,89
AW24,Dresses,North America,Retail,White,#F2EFE6,1,20,9,0,63.3,0.0,0,89
AW24,Dresses,North America,Retail,White,#F2EFE6,1,20,10,0,53.9,0.0,0,89
AW24,Dresses,North America,Retail,White,#F2EFE6,1,20,11,0,46.0,0.0,0,89
AW24,Dresses,North America,Retail,White,#F2EFE6,1,20,12,0,39.2,0.0,0,89
AW24,Dresses,North America,Retail,White,#F2EFE6,1,20,13,0,0.0,286.7,1,89
AW24,Dresses,North America,Retail,White,#F2EFE6,1,20,14,0,0.0,157.7,1,89
AW24,Dresses,North America,Online,White,#F2EFE6,1,20,1,1605,180.5,0.0,0,89
AW24,Dresses,North America,Online,White,#F2EFE6,1,20,2,0,153.8,0.0,0,89
AW24,Dresses,North America,Online,White,#F2EFE6,1,20,3,0,131.0,0.0,0,89
AW24,Dresses,North America,Online,White,#F2EFE6,1,20,4,0,111.7,0.0,0,89
AW24,Dresses,North America,Online,White,#F2EFE6,1,20,5,0,95.2,0.0,0,89
AW24,Dresses,North America,Online,White,#F2EFE6,1,20,6,0,81.1,0.0,0,89
AW24,Dresses,North America,Online,White,#F2EFE6,1,20,7,0,69.1,0.0,0,89
AW24,Dresses,North America,Online,White,#F2EFE6,1,20,8,0,58.9,0.0,0,89
AW24,Dresses,North America,Online,White,#F2EFE6,1,20,9,0,0.0,325.7,1,89
AW24,Dresses,North America,Online,White,#F2EFE6,1,20,10,0,0.0,179.1,1,89
AW24,Dresses,North America,Online,White,#F2EFE6,1,20,11,0,0.0,98.5,1,89
AW24,Dresses,North America,Online,White,#F2EFE6,1,20,12,0,0.0,54.2,1,89
AW24,Dresses,North America,Online,White,#F2EFE6,1,20,13,0,0.0,29.8,1,89
AW24,Dresses,North America,Online,White,#F2EFE6,1,20,14,0,0.0,16.4,1,89
AW24,Dresses,Europe,Retail,White,#F2EFE6,1,20,1,1820,195.7,0.0,0,89
AW24,Dresses,Europe,Retail,White,#F2EFE6,1,20,2,0,166.8,0.0,0,89
AW24,Dresses,Europe,Retail,White,#F2EFE6,1,20,3,0,142.1,0.0,0,89
AW24,Dresses,Europe,Retail,White,#F2EFE6,1,20,4,0,121.1,0.0,0,89
AW24,Dresses,Europe,Retail,White,#F2EFE6,1,20,5,0,103.2,0.0,0,89
AW24,Dresses,Europe,Retail,White,#F2EFE6,1,20,6,0,87.9,0.0,0,89
AW24,Dresses,Europe,Retail,White,#F2EFE6,1,20,7,0,74.9,0.0,0,89
AW24,Dresses,Europe,Retail,White,#F2EFE6,1,20,8,0,63.9,0.0,0,89
AW24,Dresses,Europe,Retail,White,#F2EFE6,1,20,9,0,0.0,389.0,1,89
AW24,Dresses,Europe,Retail,White,#F2EFE6,1,20,10,0,0.0,213.9,1,89
AW24,Dresses,Europe,Retail,White,#F2EFE6,1,20,11,0,0.0,117.7,1,89
AW24,Dresses,Europe,Retail,White,#F2EFE6,1,20,12,0,0.0,64.7,1,89
AW24,Dresses,Europe,Retail,White,#F2EFE6,1,20,13,0,0.0,35.6,1,89
AW24,Dresses,Europe,Retail,White,#F2EFE6,1,20,14,0,0.0,19.6,1,89
AW24,Dresses,Europe,Online,White,#F2EFE6,1,20,1,1591,180.1,0.0,0,89
AW24,Dresses,Europe,Online,White,#F2EFE6,1,20,2,0,153.5,0.0,0,89
AW24,Dresses,Europe,Online,White,#F2EFE6,1,20,3,0,130.8,0.0,0,89
AW24,Dresses,Europe,Online,White,#F2EFE6,1,20,4,0,111.5,0.0,0,89
AW24,Dresses,Europe,Online,White,#F2EFE6,1,20,5,0,95.0,0.0,0,89
AW24,Dresses,Europe,Online,White,#F2EFE6,1,20,6,0,80.9,0.0,0,89
AW24,Dresses,Europe,Online,White,#F2EFE6,1,20,7,0,69.0,0.0,0,89
AW24,Dresses,Europe,Online,White,#F2EFE6,1,20,8,0,58.8,0.0,0,89
AW24,Dresses,Europe,Online,White,#F2EFE6,1,20,9,0,50.1,0.0,0,89
AW24,Dresses,Europe,Online,White,#F2EFE6,1,20,10,0,42.7,0.0,0,89
AW24,Dresses,Europe,Online,White,#F2EFE6,1,20,11,0,36.4,0.0,0,89
AW24,Dresses,Europe,Online,White,#F2EFE6,1,20,12,0,31.0,0.0,0,89
AW24,Dresses,Europe,Online,White,#F2EFE6,1,20,13,0,0.0,248.1,1,89
AW24,Dresses,Europe,Online,White,#F2EFE6,1,20,14,0,0.0,136.5,1,89
AW24,Dresses,APAC,Retail,White,#F2EFE6,1,20,1,1188,137.3,0.0,0,89
AW24,Dresses,APAC,Retail,White,#F2EFE6,1,20,2,0,117.0,0.0,0,89
AW24,Dresses,APAC,Retail,White,#F2EFE6,1,20,3,0,99.7,0.0,0,89
AW24,Dresses,APAC,Retail,White,#F2EFE6,1,20,4,0,84.9,0.0,0,89
AW24,Dresses,APAC,Retail,White,#F2EFE6,1,20,5,0,72.4,0.0,0,89
AW24,Dresses,APAC,Retail,White,#F2EFE6,1,20,6,0,61.7,0.0,0,89
AW24,Dresses,APAC,Retail,White,#F2EFE6,1,20,7,0,52.6,0.0,0,89
AW24,Dresses,APAC,Retail,White,#F2EFE6,1,20,8,0,44.8,0.0,0,89
AW24,Dresses,APAC,Retail,White,#F2EFE6,1,20,9,0,38.2,0.0,0,89
AW24,Dresses,APAC,Retail,White,#F2EFE6,1,20,10,0,32.5,0.0,0,89
AW24,Dresses,APAC,Retail,White,#F2EFE6,1,20,11,0,27.7,0.0,0,89
AW24,Dresses,APAC,Retail,White,#F2EFE6,1,20,12,0,23.6,0.0,0,89
AW24,Dresses,APAC,Retail,White,#F2EFE6,1,20,13,0,0.0,178.0,1,89
AW24,Dresses,APAC,Retail,White,#F2EFE6,1,20,14,0,0.0,97.9,1,89
AW24,Dresses,APAC,Online,White,#F2EFE6,1,20,1,977,102.8,0.0,0,89
AW24,Dresses,APAC,Online,White,#F2EFE6,1,20,2,0,87.6,0.0,0,89
AW24,Dresses,APAC,Online,White,#F2EFE6,1,20,3,0,74.7,0.0,0,89
AW24,Dresses,APAC,Online,White,#F2EFE6,1,20,4,0,63.6,0.0,0,89
AW24,Dresses,APAC,Online,White,#F2EFE6,1,20,5,0,54.2,0.0,0,89
AW24,Dresses,APAC,Online,White,#F2EFE6,1,20,6,0,46.2,0.0,0,89
AW24,Dresses,APAC,Online,White,#F2EFE6,1,20,7,0,39.4,0.0,0,89
AW24,Dresses,APAC,Online,White,#F2EFE6,1,20,8,0,33.5,0.0,0,89
AW24,Dresses,APAC,Online,White,#F2EFE6,1,20,9,0,0.0,213.8,1,89
AW24,Dresses,APAC,Online,White,#F2EFE6,1,20,10,0,0.0,117.6,1,89
AW24,Dresses,APAC,Online,White,#F2EFE6,1,20,11,0,0.0,64.7,1,89
AW24,Dresses,APAC,Online,White,#F2EFE6,1,20,12,0,0.0,35.6,1,89
AW24,Dresses,APAC,Online,White,#F2EFE6,1,20,13,0,0.0,19.6,1,89
AW24,Dresses,APAC,Online,White,#F2EFE6,1,20,14,0,0.0,10.8,1,89
AW24,Knitwear,North America,Retail,White,#F2EFE6,1,20,1,1681,177.7,0.0,0,75
AW24,Knitwear,North America,Retail,White,#F2EFE6,1,20,2,0,151.4,0.0,0,75
AW24,Knitwear,North America,Retail,White,#F2EFE6,1,20,3,0,129.0,0.0,0,75
AW24,Knitwear,North America,Retail,White,#F2EFE6,1,20,4,0,109.9,0.0,0,75
AW24,Knitwear,North America,Retail,White,#F2EFE6,1,20,5,0,93.7,0.0,0,75
AW24,Knitwear,North America,Retail,White,#F2EFE6,1,20,6,0,79.8,0.0,0,75
AW24,Knitwear,North America,Retail,White,#F2EFE6,1,20,7,0,68.0,0.0,0,75
AW24,Knitwear,North America,Retail,White,#F2EFE6,1,20,8,0,58.0,0.0,0,75
AW24,Knitwear,North America,Retail,White,#F2EFE6,1,20,9,0,0.0,366.1,1,75
AW24,Knitwear,North America,Retail,White,#F2EFE6,1,20,10,0,0.0,201.3,1,75
AW24,Knitwear,North America,Retail,White,#F2EFE6,1,20,11,0,0.0,110.7,1,75
AW24,Knitwear,North America,Retail,White,#F2EFE6,1,20,12,0,0.0,60.9,1,75
AW24,Knitwear,North America,Retail,White,#F2EFE6,1,20,13,0,0.0,33.5,1,75
AW24,Knitwear,North America,Retail,White,#F2EFE6,1,20,14,0,0.0,18.4,1,75
AW24,Knitwear,North America,Online,White,#F2EFE6,1,20,1,1545,175.8,0.0,0,75
AW24,Knitwear,North America,Online,White,#F2EFE6,1,20,2,0,149.8,0.0,0,75
AW24,Knitwear,North America,Online,White,#F2EFE6,1,20,3,0,127.7,0.0,0,75
AW24,Knitwear,North America,Online,White,#F2EFE6,1,20,4,0,108.8,0.0,0,75
AW24,Knitwear,North America,Online,White,#F2EFE6,1,20,5,0,92.7,0.0,0,75
AW24,Knitwear,North America,Online,White,#F2EFE6,1,20,6,0,79.0,0.0,0,75
AW24,Knitwear,North America,Online,White,#F2EFE6,1,20,7,0,67.3,0.0,0,75
AW24,Knitwear,North America,Online,White,#F2EFE6,1,20,8,0,57.4,0.0,0,75
AW24,Knitwear,North America,Online,White,#F2EFE6,1,20,9,0,48.9,0.0,0,75
AW24,Knitwear,North America,Online,White,#F2EFE6,1,20,10,0,41.7,0.0,0,75
AW24,Knitwear,North America,Online,White,#F2EFE6,1,20,11,0,35.5,0.0,0,75
AW24,Knitwear,North America,Online,White,#F2EFE6,1,20,12,0,30.3,0.0,0,75
AW24,Knitwear,North America,Online,White,#F2EFE6,1,20,13,0,0.0,238.6,1,75
AW24,Knitwear,North America,Online,White,#F2EFE6,1,20,14,0,0.0,131.2,1,75
AW24,Knitwear,Europe,Retail,White,#F2EFE6,1,20,1,1365,147.9,0.0,0,75
AW24,Knitwear,Europe,Retail,White,#F2EFE6,1,20,2,0,126.0,0.0,0,75
AW24,Knitwear,Europe,Retail,White,#F2EFE6,1,20,3,0,107.4,0.0,0,75
AW24,Knitwear,Europe,Retail,White,#F2EFE6,1,20,4,0,91.5,0.0,0,75
AW24,Knitwear,Europe,Retail,White,#F2EFE6,1,20,5,0,78.0,0.0,0,75
AW24,Knitwear,Europe,Retail,White,#F2EFE6,1,20,6,0,66.4,0.0,0,75
AW24,Knitwear,Europe,Retail,White,#F2EFE6,1,20,7,0,56.6,0.0,0,75
AW24,Knitwear,Europe,Retail,White,#F2EFE6,1,20,8,0,48.2,0.0,0,75
AW24,Knitwear,Europe,Retail,White,#F2EFE6,1,20,9,0,0.0,289.3,1,75
AW24,Knitwear,Europe,Retail,White,#F2EFE6,1,20,10,0,0.0,159.1,1,75
AW24,Knitwear,Europe,Retail,White,#F2EFE6,1,20,11,0,0.0,87.5,1,75
AW24,Knitwear,Europe,Retail,White,#F2EFE6,1,20,12,0,0.0,48.1,1,75
AW24,Knitwear,Europe,Retail,White,#F2EFE6,1,20,13,0,0.0,26.5,1,75
AW24,Knitwear,Europe,Retail,White,#F2EFE6,1,20,14,0,0.0,14.6,1,75
AW24,Knitwear,Europe,Online,White,#F2EFE6,1,20,1,1270,136.1,0.0,0,75
AW24,Knitwear,Europe,Online,White,#F2EFE6,1,20,2,0,116.0,0.0,0,75
AW24,Knitwear,Europe,Online,White,#F2EFE6,1,20,3,0,98.8,0.0,0,75
AW24,Knitwear,Europe,Online,White,#F2EFE6,1,20,4,0,84.2,0.0,0,75
AW24,Knitwear,Europe,Online,White,#F2EFE6,1,20,5,0,71.8,0.0,0,75
AW24,Knitwear,Europe,Online,White,#F2EFE6,1,20,6,0,61.2,0.0,0,75
AW24,Knitwear,Europe,Online,White,#F2EFE6,1,20,7,0,52.1,0.0,0,75
AW24,Knitwear,Europe,Online,White,#F2EFE6,1,20,8,0,44.4,0.0,0,75
AW24,Knitwear,Europe,Online,White,#F2EFE6,1,20,9,0,0.0,272.5,1,75
AW24,Knitwear,Europe,Online,White,#F2EFE6,1,20,10,0,0.0,149.9,1,75
AW24,Knitwear,Europe,Online,White,#F2EFE6,1,20,11,0,0.0,82.4,1,75
AW24,Knitwear,Europe,Online,White,#F2EFE6,1,20,12,0,0.0,45.3,1,75
AW24,Knitwear,Europe,Online,White,#F2EFE6,1,20,13,0,0.0,24.9,1,75
AW24,Knitwear,Europe,Online,White,#F2EFE6,1,20,14,0,0.0,13.7,1,75
AW24,Knitwear,APAC,Retail,White,#F2EFE6,1,20,1,981,104.6,0.0,0,75
AW24,Knitwear,APAC,Retail,White,#F2EFE6,1,20,2,0,89.2,0.0,0,75
AW24,Knitwear,APAC,Retail,White,#F2EFE6,1,20,3,0,76.0,0.0,0,75
AW24,Knitwear,APAC,Retail,White,#F2EFE6,1,20,4,0,64.7,0.0,0,75
AW24,Knitwear,APAC,Retail,White,#F2EFE6,1,20,5,0,55.2,0.0,0,75
AW24,Knitwear,APAC,Retail,White,#F2EFE6,1,20,6,0,47.0,0.0,0,75
AW24,Knitwear,APAC,Retail,White,#F2EFE6,1,20,7,0,40.1,0.0,0,75
AW24,Knitwear,APAC,Retail,White,#F2EFE6,1,20,8,0,34.1,0.0,0,75
AW24,Knitwear,APAC,Retail,White,#F2EFE6,1,20,9,0,0.0,211.6,1,75
AW24,Knitwear,APAC,Retail,White,#F2EFE6,1,20,10,0,0.0,116.4,1,75
AW24,Knitwear,APAC,Retail,White,#F2EFE6,1,20,11,0,0.0,64.0,1,75
AW24,Knitwear,APAC,Retail,White,#F2EFE6,1,20,12,0,0.0,35.2,1,75
AW24,Knitwear,APAC,Retail,White,#F2EFE6,1,20,13,0,0.0,19.4,1,75
AW24,Knitwear,APAC,Retail,White,#F2EFE6,1,20,14,0,0.0,10.6,1,75
AW24,Knitwear,APAC,Online,White,#F2EFE6,1,20,1,1090,118.3,0.0,0,75
AW24,Knitwear,APAC,Online,White,#F2EFE6,1,20,2,0,100.8,0.0,0,75
AW24,Knitwear,APAC,Online,White,#F2EFE6,1,20,3,0,85.9,0.0,0,75
AW24,Knitwear,APAC,Online,White,#F2EFE6,1,20,4,0,73.2,0.0,0,75
AW24,Knitwear,APAC,Online,White,#F2EFE6,1,20,5,0,62.4,0.0,0,75
AW24,Knitwear,APAC,Online,White,#F2EFE6,1,20,6,0,53.1,0.0,0,75
AW24,Knitwear,APAC,Online,White,#F2EFE6,1,20,7,0,45.3,0.0,0,75
AW24,Knitwear,APAC,Online,White,#F2EFE6,1,20,8,0,38.6,0.0,0,75
AW24,Knitwear,APAC,Online,White,#F2EFE6,1,20,9,0,0.0,230.6,1,75
AW24,Knitwear,APAC,Online,White,#F2EFE6,1,20,10,0,0.0,126.8,1,75
AW24,Knitwear,APAC,Online,White,#F2EFE6,1,20,11,0,0.0,69.8,1,75
AW24,Knitwear,APAC,Online,White,#F2EFE6,1,20,12,0,0.0,38.4,1,75
AW24,Knitwear,APAC,Online,White,#F2EFE6,1,20,13,0,0.0,21.1,1,75
AW24,Knitwear,APAC,Online,White,#F2EFE6,1,20,14,0,0.0,11.6,1,75
AW24,Tops,North America,Retail,White,#F2EFE6,1,20,1,1983,257.2,0.0,0,39
AW24,Tops,North America,Retail,White,#F2EFE6,1,20,2,0,219.2,0.0,0,39
AW24,Tops,North America,Retail,White,#F2EFE6,1,20,3,0,186.8,0.0,0,39
AW24,Tops,North America,Retail,White,#F2EFE6,1,20,4,0,159.2,0.0,0,39
AW24,Tops,North America,Retail,White,#F2EFE6,1,20,5,0,135.6,0.0,0,39
AW24,Tops,North America,Retail,White,#F2EFE6,1,20,6,0,115.6,0.0,0,39
AW24,Tops,North America,Retail,White,#F2EFE6,1,20,7,0,98.5,0.0,0,39
AW24,Tops,North America,Retail,White,#F2EFE6,1,20,8,0,83.9,0.0,0,39
AW24,Tops,North America,Retail,White,#F2EFE6,1,20,9,0,71.5,0.0,0,39
AW24,Tops,North America,Retail,White,#F2EFE6,1,20,10,0,60.9,0.0,0,39
AW24,Tops,North America,Retail,White,#F2EFE6,1,20,11,0,51.9,0.0,0,39
AW24,Tops,North America,Retail,White,#F2EFE6,1,20,12,0,44.3,0.0,0,39
AW24,Tops,North America,Retail,White,#F2EFE6,1,20,13,0,0.0,224.3,1,39
AW24,Tops,North America,Retail,White,#F2EFE6,1,20,14,0,0.0,123.3,1,39
AW24,Tops,North America,Online,White,#F2EFE6,1,20,1,1638,213.8,0.0,0,39
AW24,Tops,North America,Online,White,#F2EFE6,1,20,2,0,182.1,0.0,0,39
AW24,Tops,North America,Online,White,#F2EFE6,1,20,3,0,155.2,0.0,0,39
AW24,Tops,North America,Online,White,#F2EFE6,1,20,4,0,132.3,0.0,0,39
AW24,Tops,North America,Online,White,#F2EFE6,1,20,5,0,112.7,0.0,0,39
AW24,Tops,North America,Online,White,#F2EFE6,1,20,6,0,96.0,0.0,0,39
AW24,Tops,North America,Online,White,#F2EFE6,1,20,7,0,81.8,0.0,0,39
AW24,Tops,North America,Online,White,#F2EFE6,1,20,8,0,69.7,0.0,0,39
AW24,Tops,North America,Online,White,#F2EFE6,1,20,9,0,59.4,0.0,0,39
AW24,Tops,North America,Online,White,#F2EFE6,1,20,10,0,50.6,0.0,0,39
AW24,Tops,North America,Online,White,#F2EFE6,1,20,11,0,43.2,0.0,0,39
AW24,Tops,North America,Online,White,#F2EFE6,1,20,12,0,36.8,0.0,0,39
AW24,Tops,North America,Online,White,#F2EFE6,1,20,13,0,0.0,181.9,1,39
AW24,Tops,North America,Online,White,#F2EFE6,1,20,14,0,0.0,100.1,1,39
AW24,Tops,Europe,Retail,White,#F2EFE6,1,20,1,1990,267.7,0.0,0,39
AW24,Tops,Europe,Retail,White,#F2EFE6,1,20,2,0,228.1,0.0,0,39
AW24,Tops,Europe,Retail,White,#F2EFE6,1,20,3,0,194.4,0.0,0,39
AW24,Tops,Europe,Retail,White,#F2EFE6,1,20,4,0,165.7,0.0,0,39
AW24,Tops,Europe,Retail,White,#F2EFE6,1,20,5,0,141.2,0.0,0,39
AW24,Tops,Europe,Retail,White,#F2EFE6,1,20,6,0,120.3,0.0,0,39
AW24,Tops,Europe,Retail,White,#F2EFE6,1,20,7,0,102.5,0.0,0,39
AW24,Tops,Europe,Retail,White,#F2EFE6,1,20,8,0,87.4,0.0,0,39
AW24,Tops,Europe,Retail,White,#F2EFE6,1,20,9,0,74.4,0.0,0,39
AW24,Tops,Europe,Retail,White,#F2EFE6,1,20,10,0,63.4,0.0,0,39
AW24,Tops,Europe,Retail,White,#F2EFE6,1,20,11,0,54.1,0.0,0,39
AW24,Tops,Europe,Retail,White,#F2EFE6,1,20,12,0,46.1,0.0,0,39
AW24,Tops,Europe,Retail,White,#F2EFE6,1,20,13,0,0.0,200.2,1,39
AW24,Tops,Europe,Retail,White,#F2EFE6,1,20,14,0,0.0,110.1,1,39
AW24,Tops,Europe,Online,White,#F2EFE6,1,20,1,1854,244.2,0.0,0,39
