article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
108000654,1080006,White Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,White,4,Dark,5,White,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,White trousers.
108000663,1080006,White Dress,265,Dress,Garment Full body,1010016,Solid,9,White,4,Dark,5,White,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,White dress.
108000664,1080006,White Dress,265,Dress,Garment Full body,1010016,Solid,9,White,4,Dark,5,White,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,White dress.
108000665,1080006,White Bag,60,Bag,Accessories,1010016,Solid,9,White,4,Dark,5,White,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,White bag.
108000667,1080006,White Bag,60,Bag,Accessories,1010016,Solid,9,White,4,Dark,5,White,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,White bag.
108000671,1080006,White Sneakers,87,Sneakers,Shoes,1010016,Solid,9,White,4,Dark,5,White,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,White sneakers.
108000679,1080006,White Sneakers,87,Sneakers,Shoes,1010016,Solid,9,White,4,Dark,5,White,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,White sneakers.
108000687,1080006,White Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,White,4,Dark,5,White,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,White pyjama set.
108000688,1080006,White Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,White,4,Dark,5,White,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,White pyjama set.
108000696,1080006,Grey Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Grey,4,Dark,5,Grey,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Grey sweater.
108000698,1080006,Grey Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Grey,4,Dark,5,Grey,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Grey sweater.
108000703,1080007,Grey Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Grey,4,Dark,5,Grey,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Grey trousers.
108000705,1080007,Grey Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Grey,4,Dark,5,Grey,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Grey trousers.
108000709,1080007,Grey Dress,265,Dress,Garment Full body,1010016,Solid,9,Grey,4,Dark,5,Grey,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Grey dress.
108000712,1080007,Grey Dress,265,Dress,Garment Full body,1010016,Solid,9,Grey,4,Dark,5,Grey,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Grey dress.
108000717,1080007,Grey Bag,60,Bag,Accessories,1010016,Solid,9,Grey,4,Dark,5,Grey,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Grey bag.
108000718,1080007,Grey Bag,60,Bag,Accessories,1010016,Solid,9,Grey,4,Dark,5,Grey,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Grey bag.
108000723,1080007,Grey Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Grey,4,Dark,5,Grey,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Grey sneakers.
108000732,1080007,Grey Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Grey,4,Dark,5,Grey,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Grey sneakers.
108000733,1080007,Grey Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Grey,4,Dark,5,Grey,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Grey pyjama set.
108000741,1080007,Grey Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Grey,4,Dark,5,Grey,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Grey pyjama set.
108000745,1080007,Beige Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Beige,4,Dark,5,Beige,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Beige sweater.
108000753,1080007,Beige Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Beige,4,Dark,5,Beige,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Beige sweater.
108000757,1080007,Beige Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Beige,4,Dark,5,Beige,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Beige trousers.
108000764,1080007,Beige Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Beige,4,Dark,5,Beige,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Beige trousers.
108000767,1080007,Beige Dress,265,Dress,Garment Full body,1010016,Solid,9,Beige,4,Dark,5,Beige,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Beige dress.
108000773,1080007,Beige Dress,265,Dress,Garment Full body,1010016,Solid,9,Beige,4,Dark,5,Beige,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Beige dress.
108000778,1080007,Beige Bag,60,Bag,Accessories,1010016,Solid,9,Beige,4,Dark,5,Beige,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Beige bag.
108000779,1080007,Beige Bag,60,Bag,Accessories,1010016,Solid,9,Beige,4,Dark,5,Beige,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Beige bag.
108000784,1080007,Beige Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Beige,4,Dark,5,Beige,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Beige sneakers.
108000786,1080007,Beige Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Beige,4,Dark,5,Beige,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Beige sneakers.
108000795,1080007,Beige Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Beige,4,Dark,5,Beige,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Beige pyjama set.
108000801,1080008,Beige Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Beige,4,Dark,5,Beige,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Beige pyjama set.
108000804,1080008,Blue Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Blue,4,Dark,5,Blue,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Blue sweater.
108000813,1080008,Blue Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Blue,4,Dark,5,Blue,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Blue sweater.
108000815,1080008,Blue Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Blue,4,Dark,5,Blue,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Blue trousers.
108000823,1080008,Blue Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Blue,4,Dark,5,Blue,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Blue trousers.
108000824,1080008,Blue Dress,265,Dress,Garment Full body,1010016,Solid,9,Blue,4,Dark,5,Blue,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Blue dress.
108000826,1080008,Blue Dress,265,Dress,Garment Full body,1010016,Solid,9,Blue,4,Dark,5,Blue,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Blue dress.
108000832,1080008,Blue Bag,60,Bag,Accessories,1010016,Solid,9,Blue,4,Dark,5,Blue,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Blue bag.
108000841,1080008,Blue Bag,60,Bag,Accessories,1010016,Solid,9,Blue,4,Dark,5,Blue,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Blue bag.
108000846,1080008,Blue Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Blue,4,Dark,5,Blue,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Blue sneakers.
108000848,1080008,Blue Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Blue,4,Dark,5,Blue,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Blue sneakers.
108000849,1080008,Blue Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Blue,4,Dark,5,Blue,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Blue pyjama set.
108000850,1080008,Blue Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Blue,4,Dark,5,Blue,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Blue pyjama set.
108000851,1080008,Brown Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Brown,4,Dark,5,Brown,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Brown sweater.
108000853,1080008,Brown Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Brown,4,Dark,5,Brown,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Brown sweater.
108000854,1080008,Brown Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Brown,4,Dark,5,Brown,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Brown trousers.
108000862,1080008,Brown Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Brown,4,Dark,5,Brown,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Brown trousers.
108000868,1080008,Brown Dress,265,Dress,Garment Full body,1010016,Solid,9,Brown,4,Dark,5,Brown,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Brown dress.
108000871,1080008,Brown Dress,265,Dress,Garment Full body,1010016,Solid,9,Brown,4,Dark,5,Brown,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Brown dress.
108000873,1080008,Brown Bag,60,Bag,Accessories,1010016,Solid,9,Brown,4,Dark,5,Brown,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Brown bag.
108000880,1080008,Brown Bag,60,Bag,Accessories,1010016,Solid,9,Brown,4,Dark,5,Brown,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Brown bag.
108000885,1080008,Brown Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Brown,4,Dark,5,Brown,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Brown sneakers.
108000889,1080008,Brown Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Brown,4,Dark,5,Brown,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Brown sneakers.
108000891,1080008,Brown Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Brown,4,Dark,5,Brown,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Brown pyjama set.
108000898,1080008,Brown Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Brown,4,Dark,5,Brown,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Brown pyjama set.
108000899,1080008,Pink Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Pink,4,Dark,5,Pink,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Pink sweater.
108000900,1080009,Pink Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Pink,4,Dark,5,Pink,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Pink trousers.
108000901,1080009,Pink Dress,265,Dress,Garment Full body,1010016,Solid,9,Pink,4,Dark,5,Pink,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Pink dress.
108000905,1080009,Pink Bag,60,Bag,Accessories,1010016,Solid,9,Pink,4,Dark,5,Pink,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Pink bag.
108000907,1080009,Pink Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Pink,4,Dark,5,Pink,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Pink sneakers.
108000908,1080009,Pink Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Pink,4,Dark,5,Pink,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Pink pyjama set.
108000909,1080009,Red Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Red,4,Dark,5,Red,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Red sweater.
108000915,1080009,Red Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Red,4,Dark,5,Red,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Red trousers.
108000916,1080009,Red Dress,265,Dress,Garment Full body,1010016,Solid,9,Red,4,Dark,5,Red,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Red dress.
108000917,1080009,Red Bag,60,Bag,Accessories,1010016,Solid,9,Red,4,Dark,5,Red,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Red bag.
108000920,1080009,Red Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Red,4,Dark,5,Red,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Red sneakers.
108000924,1080009,Red Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Red,4,Dark,5,Red,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Red pyjama set.
108000929,1080009,Green Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Green,4,Dark,5,Green,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Green sweater.
108000932,1080009,Green Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Green,4,Dark,5,Green,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Green trousers.
108000934,1080009,Green Dress,265,Dress,Garment Full body,1010016,Solid,9,Green,4,Dark,5,Green,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Green dress.
108000939,1080009,Green Bag,60,Bag,Accessories,1010016,Solid,9,Green,4,Dark,5,Green,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Green bag.
108000947,1080009,Green Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Green,4,Dark,5,Green,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Green sneakers.
108000953,1080009,Green Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Green,4,Dark,5,Green,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Green pyjama set.
108000957,1080009,Yellow Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Yellow,4,Dark,5,Yellow,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Yellow sweater.
108000966,1080009,Yellow Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Yellow,4,Dark,5,Yellow,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Yellow trousers.
108000971,1080009,Yellow Dress,265,Dress,Garment Full body,1010016,Solid,9,Yellow,4,Dark,5,Yellow,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Yellow dress.
108000974,1080009,Yellow Bag,60,Bag,Accessories,1010016,Solid,9,Yellow,4,Dark,5,Yellow,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Yellow bag.
108000978,1080009,Yellow Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Yellow,4,Dark,5,Yellow,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Yellow sneakers.
108000979,1080009,Yellow Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Yellow,4,Dark,5,Yellow,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Yellow pyjama set.
108000984,1080009,Orange Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Orange,4,Dark,5,Orange,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Orange sweater.
108000992,1080009,Orange Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Orange,4,Dark,5,Orange,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Orange trousers.
108000997,1080009,Orange Dress,265,Dress,Garment Full body,1010016,Solid,9,Orange,4,Dark,5,Orange,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Orange dress.
108000999,1080009,Orange Bag,60,Bag,Accessories,1010016,Solid,9,Orange,4,Dark,5,Orange,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Orange bag.
108001006,1080010,Orange Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Orange,4,Dark,5,Orange,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Orange sneakers.
108001009,1080010,Orange Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Orange,4,Dark,5,Orange,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Orange pyjama set.
108001014,1080010,Purple Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Purple,4,Dark,5,Purple,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Purple sweater.
108001022,1080010,Purple Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Purple,4,Dark,5,Purple,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Purple trousers.
108001023,1080010,Purple Dress,265,Dress,Garment Full body,1010016,Solid,9,Purple,4,Dark,5,Purple,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Purple dress.
108001025,1080010,Purple Bag,60,Bag,Accessories,1010016,Solid,9,Purple,4,Dark,5,Purple,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Purple bag.
108001031,1080010,Purple Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Purple,4,Dark,5,Purple,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Purple sneakers.
108001037,1080010,Purple Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Purple,4,Dark,5,Purple,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Purple pyjama set.
108001041,1080010,Turquoise Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Turquoise,4,Dark,5,Turquoise,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Turquoise sweater.
108001050,1080010,Turquoise Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Turquoise,4,Dark,5,Turquoise,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Turquoise trousers.
108001056,1080010,Turquoise Dress,265,Dress,Garment Full body,1010016,Solid,9,Turquoise,4,Dark,5,Turquoise,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Turquoise dress.
108001062,1080010,Turquoise Bag,60,Bag,Accessories,1010016,Solid,9,Turquoise,4,Dark,5,Turquoise,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Turquoise bag.
108001068,1080010,Turquoise Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Turquoise,4,Dark,5,Turquoise,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Turquoise sneakers.
108001072,1080010,Turquoise Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Turquoise,4,Dark,5,Turquoise,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Turquoise pyjama set.
108001074,1080010,Black Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Black sweater.
108001075,1080010,Black Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Black sweater.
108001078,1080010,Black Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Black trousers.
108001084,1080010,Black Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Black trousers.
108001085,1080010,Black Dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Black dress.
108001088,1080010,Black Dress,265,Dress,Garment Full body,1010016,Solid,9,Black,4,Dark,5,Black,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Black dress.
108001094,1080010,Black Bag,60,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Black bag.
108001098,1080010,Black Bag,60,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Black bag.
108001101,1080011,Black Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Black sneakers.
108001107,1080011,Black Sneakers,87,Sneakers,Shoes,1010016,Solid,9,Black,4,Dark,5,Black,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,Black sneakers.
108001115,1080011,Black Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Black,4,Dark,5,Black,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Black pyjama set.
108001122,1080011,Black Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,Black,4,Dark,5,Black,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,Black pyjama set.
108001130,1080011,White Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,White,4,Dark,5,White,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,White sweater.
108001133,1080011,White Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,White,4,Dark,5,White,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,White sweater.
108001142,1080011,White Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,White,4,Dark,5,White,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,White trousers.
108001150,1080011,White Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,White,4,Dark,5,White,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,White trousers.
108001153,1080011,White Dress,265,Dress,Garment Full body,1010016,Solid,9,White,4,Dark,5,White,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,White dress.
108001159,1080011,White Dress,265,Dress,Garment Full body,1010016,Solid,9,White,4,Dark,5,White,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,White dress.
108001160,1080011,White Bag,60,Bag,Accessories,1010016,Solid,9,White,4,Dark,5,White,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,White bag.
108001166,1080011,White Bag,60,Bag,Accessories,1010016,Solid,9,White,4,Dark,5,White,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,White bag.
108001171,1080011,White Sneakers,87,Sneakers,Shoes,1010016,Solid,9,White,4,Dark,5,White,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,White sneakers.
108001180,1080011,White Sneakers,87,Sneakers,Shoes,1010016,Solid,9,White,4,Dark,5,White,1676,Sneakers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sneakers,White sneakers.
108001189,1080011,White Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,White,4,Dark,5,White,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,White pyjama set.
108001196,1080011,White Pyjama set,73,Pyjama set,Nightwear,1010016,Solid,9,White,4,Dark,5,White,1676,Pyjama set S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Pyjama set,White pyjama set.
108001205,1080012,Grey Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Grey,4,Dark,5,Grey,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Grey sweater.
108001209,1080012,Grey Sweater,252,Sweater,Garment Upper body,1010016,Solid,9,Grey,4,Dark,5,Grey,1676,Sweater S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Sweater,Grey sweater.
108001212,1080012,Grey Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Grey,4,Dark,5,Grey,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Grey trousers.
108001213,1080012,Grey Trousers,272,Trousers,Garment Lower body,1010016,Solid,9,Grey,4,Dark,5,Grey,1676,Trousers S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Trousers,Grey trousers.
108001217,1080012,Grey Dress,265,Dress,Garment Full body,1010016,Solid,9,Grey,4,Dark,5,Grey,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Grey dress.
108001220,1080012,Grey Dress,265,Dress,Garment Full body,1010016,Solid,9,Grey,4,Dark,5,Grey,1676,Dress S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Dress,Grey dress.
108001223,1080012,Grey Bag,60,Bag,Accessories,1010016,Solid,9,Grey,4,Dark,5,Grey,1676,Bag S,A,Ladieswear,Ladieswear,16,Womens Everyday,1002,Bag,Grey bag.
