t_dat,customer_id,article_id,price,sales_channel_id
2019-06-22,c0003927,108000898,0.013684,2
2019-01-21,c0001158,108000079,0.018505,2
2019-09-29,c0000602,108001615,0.019195,1
2020-08-20,c0002048,108002496,0.033702,1
2018-12-23,c0003780,108000109,0.007962,2
2020-05-16,c0001336,108002171,0.036494,2
2020-06-23,c0000132,108001792,0.039517,1
2020-10-14,c0002281,108002605,0.039911,1
2019-11-17,c0000762,108001115,0.013372,1
2019-10-06,c0000739,108001597,0.028366,1
2019-11-29,c0003619,108001562,0.03628,2
2019-12-08,c0000357,108001392,0.042872,2
2020-09-27,c0001653,108002202,0.023718,1
2020-08-29,c0002599,108002495,0.02752,1
2020-10-16,c0000530,108002480,0.01953,2
2020-09-27,c0000422,108002373,0.023549,1
2020-08-29,c0003546,108002480,0.0195,2
2019-05-09,c0003082,108000900,0.030477,1
2019-11-14,c0000854,108001521,0.015054,2
2020-02-26,c0000421,108001850,0.038573,1
2020-10-23,c0001330,108002678,0.015121,2
2019-06-04,c0002214,108000824,0.033251,1
2018-11-29,c0000692,108000009,0.025559,1
2018-10-10,c0001405,108000141,0.037962,2
2019-05-04,c0000272,108000587,0.034583,1
2019-10-31,c0001136,108001584,0.031464,2
2020-04-01,c0002813,108001758,0.02139,1
2020-09-12,c0000169,108002484,0.021755,2
2020-09-15,c0001991,108002480,0.019557,1
2019-01-05,c0002955,108000355,0.020438,2
2019-11-15,c0003630,108001356,0.020248,2
2018-10-08,c0002107,108000141,0.038015,2
2019-04-21,c0000092,108000920,0.047409,2
2019-09-23,c0003005,108001595,0.047298,1
2020-06-23,c0003478,108002022,0.019127,1
2019-04-24,c0000106,108000579,0.023494,1
2020-02-15,c0002672,108001907,0.056094,1
2018-12-02,c0001210,108000208,0.054377,1
2020-08-25,c0001337,108002763,0.021394,1
2019-05-26,c0003326,108000909,0.022923,1
2019-04-25,c0002804,108000609,0.013674,2
2019-10-20,c0001922,108001160,0.013949,1
2020-05-19,c0002796,108002141,0.016138,2
2018-11-04,c0003591,108000202,0.046772,2
2019-01-25,c0001354,108000242,0.021968,1
2020-09-25,c0003027,108002398,0.013582,1
2020-10-10,c0003664,108002660,0.036912,2
2019-12-10,c0002757,108001623,0.020826,2
2019-05-17,c0003630,108000679,0.042869,1
2019-11-25,c0001222,108001349,0.035686,2
2018-12-13,c0002882,108000354,0.018522,1
2019-12-24,c0001840,108001244,0.042256,2
2019-01-22,c0003768,108000428,0.017449,2
2020-03-24,c0002689,108001671,0.055201,2
2019-04-01,c0003813,108000992,0.035268,1
2020-09-29,c0000383,108002474,0.049336,1
2020-04-05,c0001395,108002085,0.030714,2
2019-05-29,c0001256,108000671,0.024874,1
2019-04-26,c0001489,108000709,0.027659,2
2019-09-08,c0003451,108001133,0.025217,2
2020-09-17,c0003309,108002529,0.020361,1
2018-11-17,c0001435,108000239,0.023542,2
2020-04-19,c0001077,108001887,0.025674,1
2019-03-13,c0003408,108000915,0.03773,1
2018-10-30,c0002559,108000121,0.021535,1
2019-08-10,c0001370,108001343,0.027001,1
2020-10-03,c0003303,108002193,0.023593,1
2019-12-25,c0000217,108001098,0.009145,1
2019-03-07,c0000590,108000841,0.01407,1
2019-08-24,c0001699,108001620,0.023715,2
2018-12-18,c0001718,108000148,0.047186,2
2019-10-13,c0000706,108001561,0.024326,2
2020-06-02,c0000661,108001657,0.038408,2
2019-12-01,c0001581,108001150,0.023934,1
2020-05-01,c0003405,108002062,0.03155,1
2020-05-08,c0000935,108001870,0.012959,1
2019-01-15,c0002968,108000242,0.021753,1
2019-01-12,c0001046,108000147,0.02728,2
2019-12-19,c0002302,108001392,0.02799,1
2019-11-10,c0003114,108001552,0.015676,2
2020-04-20,c0003028,108001710,0.024982,2
2019-04-30,c0003305,108000640,0.025496,2
2020-05-06,c0000070,108001870,0.019484,2
2020-08-28,c0002808,108002573,0.021406,1
2019-03-11,c0002457,108000687,0.019024,1
2020-09-20,c0000414,108002393,0.050877,1
2020-08-16,c0000464,108002521,0.040115,1
2020-10-11,c0000363,108002510,0.007975,2
2020-04-02,c0002021,108001894,0.0304,2
2020-07-09,c0002311,108001663,0.035918,1
2019-10-14,c0000062,108001383,0.015759,2
2019-11-30,c0001731,108001392,0.043006,1
2020-03-30,c0001194,108001910,0.053151,1
2020-06-04,c0002193,108001887,0.014681,2
2020-09-03,c0002019,108002496,0.033763,1
2019-10-16,c0002556,108001597,0.028338,1
2019-04-27,c0003631,108000753,0.026557,1
2019-01-08,c0000691,108000467,0.036241,1
2020-08-17,c0000459,108002525,0.048348,2
2020-03-04,c0001018,108001910,0.053026,2
2019-04-28,c0001206,108000999,0.009103,2
2020-09-05,c0001140,108002246,0.019922,1
2020-06-13,c0003399,108002113,0.030442,2
2019-12-07,c0003556,108001614,0.033928,2
2020-03-25,c0002504,108001708,0.026288,1
2019-04-17,c0001666,108000595,0.038832,1
2019-11-23,c0000813,108001396,0.049692,2
2020-05-19,c0000132,108001838,0.022792,1
2020-09-28,c0001953,108002284,0.052842,1
2019-01-19,c0003447,108000441,0.008809,2
2018-12-31,c0002061,108000237,0.027361,1
2019-12-20,c0001635,108001463,0.047016,1
2020-02-28,c0000373,108002021,0.022275,1
2019-08-07,c0003458,108001529,0.023856,1
2020-03-18,c0002637,108001842,0.031413,2
2018-12-02,c0002192,108000539,0.013005,2
2019-01-03,c0000115,108000208,0.033566,1
2019-10-22,c0000632,108001579,0.026696,2
2019-03-02,c0003490,108000778,0.012874,1
2018-11-14,c0001930,108000499,0.010098,2
2020-05-15,c0000649,108002097,0.01524,1
2020-04-17,c0000671,108001914,0.014718,1
2018-11-21,c0002413,108000220,0.042385,2
2019-08-21,c0000031,108001259,0.01832,1
2018-11-08,c0001780,108000213,0.014043,2
2018-12-16,c0002851,108000464,0.033028,1
2019-12-06,c0003010,108001212,0.031106,1
2019-09-25,c0001094,108001356,0.033863,2
2020-09-12,c0003937,108002451,0.057705,1
2019-03-09,c0000023,108000907,0.046297,1
2018-10-14,c0001134,108000347,0.047901,1
2019-01-05,c0000206,108000202,0.026745,2
2018-10-26,c0000580,108000186,0.025586,1
2020-08-13,c0000905,108002343,0.015944,1
2019-02-17,c0001937,108000779,0.013781,2
2019-11-30,c0002615,108001538,0.013193,1
2019-12-24,c0003756,108001463,0.030706,2
2019-05-01,c0001985,108000898,0.02287,1
2020-09-24,c0003273,108002451,0.057836,2
2020-10-19,c0003668,108002505,0.033672,1
2020-07-03,c0001973,108001887,0.025637,1
2019-03-13,c0003265,108000732,0.045673,1
2020-04-23,c0003829,108002003,0.034985,2
2019-10-03,c0002188,108001276,0.022829,1
2019-11-24,c0003131,108001251,0.013909,2
2019-04-18,c0000423,108000899,0.015785,2
2019-10-17,c0000105,108001289,0.03625,1
2019-10-15,c0002973,108001647,0.0135,1
2019-01-04,c0002112,108000036,0.027912,2
2019-05-10,c0001653,108000745,0.028267,1
2018-12-06,c0000013,108000271,0.046491,2
2018-12-11,c0002025,108000294,0.018249,2
2018-12-04,c0000825,108000405,0.035349,2
2020-08-23,c0002379,108002717,0.031813,1
2019-09-08,c0002513,108001423,0.024191,1
2019-07-04,c0003866,108000764,0.019695,2
2020-09-04,c0000828,108002525,0.04836,2
2020-05-11,c0000411,108001881,0.023156,1
2018-10-07,c0000976,108000047,0.012928,2
2019-05-23,c0000470,108000664,0.056695,1
2020-04-11,c0002067,108001914,0.014681,1
2019-10-13,c0003415,108001471,0.041451,2
2020-09-06,c0000580,108002627,0.013058,1
2019-06-03,c0003033,108000717,0.007931,2
2020-05-07,c0000531,108001742,0.007723,2
2020-06-01,c0000554,108001921,0.012613,1
2018-11-24,c0003613,108000387,0.020514,1
2020-08-18,c0001869,108002521,0.04003,1
2019-09-23,c0000868,108001579,0.026629,1
2019-10-11,c0000808,108001084,0.038342,1
2018-10-21,c0002510,108000220,0.042162,1
2020-10-07,c0000491,108002501,0.057785,1
2018-11-12,c0000609,108000162,0.013837,1
2019-10-22,c0003550,108001133,0.015102,2
2019-10-17,c0001339,108001595,0.047251,2
2019-11-18,c0002374,108001514,0.013087,2
2020-08-21,c0000729,108002633,0.048623,2
2019-10-02,c0003632,108001595,0.047237,1
2019-09-04,c0001279,108001315,0.013788,2
2019-11-24,c0003646,108001142,0.020522,2
2019-01-09,c0000514,108000387,0.020522,1
2020-05-22,c0000947,108002085,0.019966,1
2020-04-10,c0002420,108001947,0.023889,2
2018-12-17,c0001835,108000299,0.023545,2
2018-12-12,c0000786,108000192,0.022993,2
2019-10-26,c0001575,108001463,0.046653,2
2019-10-20,c0003045,108001078,0.030729,1
2020-05-22,c0001903,108001954,0.022816,2
2019-10-10,c0000658,108001220,0.031749,2
2018-11-04,c0003547,108000546,0.022587,1
2018-10-27,c0000681,108000113,0.043544,1
2018-11-25,c0001985,108000539,0.013487,2
2019-04-13,c0003468,108000587,0.034903,1
2019-09-28,c0002560,108001376,0.012675,1
2019-10-04,c0000435,108001514,0.023634,1
2020-03-04,c0002448,108002060,0.023788,1
2019-06-24,c0001440,108000640,0.025518,1
2019-01-11,c0003410,108000339,0.027815,1
2019-03-19,c0002437,108000745,0.02824,1
2019-05-19,c0000608,108000616,0.045816,2
2019-05-18,c0001400,108000868,0.053165,2
2019-04-08,c0001949,108000850,0.018305,2
2019-11-06,c0003225,108001084,0.03807,2
2020-08-16,c0001210,108002309,0.043754,1
2018-11-18,c0000094,108000177,0.022045,1
2020-10-22,c0002149,108002529,0.013779,2
2020-08-07,c0002619,108002378,0.035572,1
2019-09-12,c0002892,108001122,0.019013,1
2020-09-14,c0003547,108002440,0.031503,2
2019-04-04,c0003870,108000741,0.018769,2
2019-10-30,c0000163,108001189,0.013559,2
2019-09-15,c0002487,108001537,0.052133,2
2020-09-07,c0002253,108002474,0.049544,1
2020-05-05,c0003950,108001995,0.021014,1
2019-03-23,c0000303,108000853,0.025089,1
2019-06-01,c0003503,108000899,0.019275,2
2020-08-22,c0002263,108002682,0.03716,1
2019-03-24,c0000863,108001056,0.045843,1
2020-03-20,c0002389,108001944,0.025977,2
2019-10-03,c0003344,108001160,0.013979,1
2018-12-27,c0000612,108000531,0.052716,2
2019-06-12,c0003926,108000698,0.026278,1
2019-10-26,c0002291,108001597,0.028273,1
2020-05-18,c0001203,108002163,0.025373,1
2020-04-18,c0001196,108001970,0.009458,1
2020-05-31,c0000483,108002003,0.024466,2
2019-10-02,c0003607,108001074,0.028493,1
2020-10-15,c0000892,108002279,0.056067,1
2020-02-12,c0003322,108001783,0.057031,1
2019-02-07,c0001485,108000647,0.023541,2
2019-11-12,c0002308,108001491,0.017945,2
2019-10-21,c0000125,108001510,0.01887,2
2020-04-11,c0003222,108001894,0.030549,1
2018-11-24,c0002156,108000331,0.008759,2
2018-10-17,c0003204,108000574,0.020693,1
2019-04-17,c0002837,108000696,0.015925,2
2019-11-04,c0001442,108001536,0.031846,2
2019-08-30,c0003206,108001223,0.014697,1
2019-01-24,c0003564,108000239,0.01321,2
2018-11-27,c0002881,108000198,0.030751,1
2019-10-13,c0003007,108001552,0.025273,1
2020-02-12,c0003149,108001900,0.035199,2
2018-11-13,c0003619,108000299,0.032865,1
2019-02-17,c0003834,108000647,0.023613,1
2020-10-05,c0001544,108002554,0.054471,2
2019-03-23,c0000028,108000813,0.0264,1
2020-10-06,c0000078,108002378,0.035353,1
2019-03-15,c0001486,108000851,0.028195,1
2020-10-18,c0002477,108002211,0.023519,2
2018-10-11,c0001198,108000433,0.033431,1
2019-11-28,c0000250,108001085,0.035024,2
2019-04-16,c0001852,108000631,0.020575,1
2018-12-01,c0003822,108000131,0.023899,1
2019-05-04,c0001269,108000801,0.022712,1
2020-03-24,c0000529,108001881,0.022987,1
2019-04-14,c0001085,108000671,0.039658,1
2020-08-26,c0001329,108002486,0.027832,1
2020-05-05,c0000895,108002060,0.015485,1
2020-09-04,c0000463,108002474,0.049346,2
2019-01-04,c0003893,108000574,0.012579,2
2020-04-18,c0001426,108001887,0.025628,1
2019-03-07,c0000828,108000671,0.039715,1
2018-12-31,c0000528,108000532,0.015655,1
2019-03-10,c0001230,108000786,0.044214,1
2020-10-01,c0001331,108002645,0.015752,2
2019-04-26,c0002703,108000733,0.020135,1
2020-05-04,c0000945,108001657,0.038699,1
2019-06-04,c0003226,108000610,0.010571,1
2018-12-23,c0001844,108000202,0.046739,1
2019-06-12,c0001647,108000712,0.03164,1
2020-05-15,c0000959,108001881,0.023147,2
2019-12-06,c0002693,108001396,0.034465,1
2019-01-05,c0001014,108000164,0.009836,2
2020-09-14,c0003337,108002222,0.056492,2
2020-05-27,c0000198,108001993,0.022715,1
2019-01-10,c0000838,108000525,0.024193,1
2020-05-13,c0002082,108002171,0.037913,2
2019-09-02,c0003952,108001315,0.0138,1
2019-04-24,c0000575,108000957,0.026272,2
2020-09-15,c0003575,108002510,0.012897,1
2019-11-04,c0000081,108001180,0.043445,2
2020-04-24,c0000869,108001714,0.024134,2
2018-11-01,c0002252,108000402,0.031705,1
2019-01-04,c0003678,108000480,0.026497,1
2020-04-26,c0001825,108001697,0.022413,2
2020-09-04,c0003684,108002591,0.055373,2
2018-10-10,c0001769,108000263,0.045475,1
2020-06-10,c0001925,108002107,0.0133,2
2020-09-17,c0002101,108002573,0.021341,1
2019-05-30,c0003206,108000579,0.013484,2
2019-02-16,c0001251,108000718,0.015916,2
2019-04-20,c0000238,108000978,0.026745,2
2020-09-11,c0000543,108002279,0.055919,1
2020-04-13,c0000289,108002036,0.047431,1
2020-08-19,c0000530,108002284,0.052809,1
2019-04-23,c0003920,108000932,0.03162,1
2018-12-02,c0001941,108000347,0.026692,2
2018-10-26,c0003209,108000045,0.014419,1
2019-06-11,c0000220,108000804,0.017139,2
2019-04-14,c0001927,108000579,0.023535,1
2019-02-11,c0002466,108000757,0.036337,1
2020-09-05,c0001500,108002214,0.034565,1
2019-05-18,c0002473,108000603,0.051653,2
2020-04-17,c0001600,108001900,0.02532,1
2018-12-18,c0001083,108000525,0.037405,1
2018-11-01,c0003673,108000079,0.028328,1
2020-04-22,c0002080,108001961,0.046549,1
2019-10-08,c0000298,108001306,0.014145,1
2020-09-05,c0003722,108002284,0.052989,2
2020-10-12,c0001075,108002404,0.050161,1
2019-03-31,c0003671,108000898,0.022897,2
2020-10-01,c0002263,108002591,0.0378,2
2020-08-17,c0000778,108002678,0.02516,1
2019-05-08,c0001914,108000826,0.048507,1
2019-03-05,c0002597,108000679,0.043,2
2020-01-03,c0003781,108001212,0.020421,2
2019-04-01,c0003634,108000813,0.026461,1
2020-03-10,c0003250,108001727,0.046218,1
2019-04-03,c0002378,108000849,0.018528,1
2018-12-03,c0000297,108000464,0.021104,2
2019-02-13,c0000994,108000732,0.04584,1
2020-09-01,c0000406,108002370,0.026838,1
2019-04-19,c0000131,108000824,0.051569,1
2019-03-20,c0000153,108001025,0.015333,2
2020-03-16,c0002364,108001851,0.057684,2
2019-03-06,c0001618,108000871,0.051412,1
2019-01-18,c0001599,108000224,0.029065,2
2020-06-11,c0000018,108002028,0.035985,2
2020-03-01,c0001046,108001851,0.057637,1
2020-05-12,c0001843,108001860,0.010131,1
2020-05-21,c0000400,108002148,0.032923,2
2019-04-19,c0003011,108000853,0.025091,1
2018-10-20,c0003366,108000095,0.050152,2
2020-04-09,c0000833,108001765,0.019807,1
2020-05-11,c0000711,108002069,0.015579,2
2020-08-13,c0000561,108002568,0.041773,1
2019-04-15,c0000588,108000712,0.051326,2
2020-09-27,c0001713,108002430,0.025087,2
2020-06-15,c0003947,108001824,0.013512,1
2020-02-21,c0000463,108001714,0.033783,1
2019-11-04,c0000487,108001599,0.027482,2
2019-06-23,c0003351,108000826,0.027413,1
2020-09-12,c0000555,108002486,0.027937,1
2019-09-16,c0000298,108001529,0.023912,1
2019-07-04,c0001318,108000753,0.018312,1
2019-02-07,c0003651,108000362,0.021717,2
2020-09-24,c0000989,108002501,0.058306,2
2019-04-07,c0002876,108000764,0.032606,1
2019-08-27,c0002958,108001231,0.012996,2
2019-02-12,c0001932,108000087,0.030679,2
2020-07-04,c0003542,108001976,0.034959,1
2019-04-13,c0003827,108000703,0.038,2
2019-07-02,c0000055,108000698,0.026235,2
2020-09-09,c0002635,108002336,0.058138,2
2018-11-28,c0002621,108000261,0.014598,2
2019-03-06,c0001196,108000979,0.022517,2
2020-08-28,c0000555,108002626,0.058354,2
2019-01-04,c0002022,108000402,0.022019,2
2019-05-29,c0003436,108000610,0.01541,1
2020-10-08,c0001344,108002591,0.03687,2
2020-10-05,c0002958,108002699,0.026522,2
2018-11-24,c0000101,108000261,0.014619,1
2020-10-19,c0002554,108002383,0.021018,1
2018-11-13,c0000052,108000009,0.025708,1
2019-04-11,c0001259,108000885,0.027741,2
2020-02-12,c0003066,108001974,0.01519,1
2018-12-29,c0000158,108000516,0.017634,2
2020-02-14,c0002419,108002142,0.03764,2
2020-04-02,c0000276,108002109,0.028523,1
2019-06-19,c0001090,108000957,0.018095,2
2020-10-18,c0003264,108002474,0.049382,2
2020-09-22,c0003838,108002343,0.010464,1
2020-02-14,c0003547,108001857,0.013807,1
2020-08-22,c0002602,108002373,0.023641,2
2018-12-22,c0003045,108000525,0.026583,2
2019-06-16,c0000793,108000898,0.013722,1
2019-05-04,c0001879,108000813,0.026506,1
2020-05-19,c0001373,108002180,0.008976,2
2019-11-16,c0001084,108001205,0.016206,2
2019-11-30,c0003010,108001579,0.015592,1
2020-08-22,c0001739,108002279,0.055911,2
2018-12-28,c0000012,108000115,0.030069,2
2020-09-19,c0001204,108002460,0.056546,1
2019-10-14,c0003743,108001574,0.049821,1
2019-05-27,c0002781,108000671,0.02478,2
2019-02-07,c0002701,108000647,0.023741,2
2019-01-04,c0003123,108000443,0.028969,2
2018-12-26,c0000754,108000036,0.048306,2
2019-04-06,c0002775,108000850,0.018362,2
2020-06-03,c0000613,108001765,0.012557,2
2018-12-17,c0002970,108000202,0.029315,1
2020-05-03,c0002750,108002041,0.013262,1
2020-04-25,c0001521,108001894,0.030674,2
2019-09-21,c0000319,108001633,0.013575,2
2019-03-31,c0002324,108001023,0.054042,2
2018-11-05,c0000449,108000156,0.052069,1
2020-09-15,c0000152,108002699,0.041612,2
2020-08-18,c0001496,108002460,0.056693,2
2019-10-13,c0000086,108001509,0.028021,1
2020-02-17,c0003733,108002180,0.015298,2
2019-10-16,c0003125,108001517,0.03581,2
2019-09-17,c0002771,108001349,0.035564,2
2020-04-04,c0002739,108002120,0.056034,1
2019-03-23,c0003866,108000795,0.021554,1
2019-03-02,c0000236,108000979,0.022491,1
2019-05-05,c0002904,108000826,0.048513,1
2019-03-12,c0001116,108001041,0.024236,1
2018-12-13,c0002314,108000297,0.038095,1
2019-04-10,c0002459,108000909,0.022973,1
2020-09-09,c0003916,108002591,0.055598,1
2020-02-15,c0003069,108001857,0.013827,1
2020-01-16,c0002615,108001623,0.022406,2
2020-06-11,c0003478,108001657,0.038756,1
2020-05-28,c0000193,108001976,0.04885,2
2020-08-24,c0000248,108002480,0.019496,1
2018-10-24,c0000194,108000107,0.013555,1
2020-06-27,c0001590,108001765,0.012407,2
2019-06-20,c0000439,108001014,0.024896,2
2019-11-08,c0003392,108001485,0.02136,1
2019-04-20,c0002619,108000971,0.056998,2
2020-08-08,c0000818,108002510,0.012919,2
2020-02-27,c0001189,108001910,0.052991,1
2020-09-23,c0001274,108002343,0.015887,1
2020-04-07,c0001415,108001914,0.014732,1
2020-07-01,c0002520,108001663,0.035891,1
2019-02-24,c0000208,108000880,0.015753,1
2019-08-28,c0003549,108001529,0.023952,1
2020-10-09,c0000690,108002510,0.013015,2
2019-06-08,c0002242,108000971,0.03509,1
2020-03-25,c0002309,108001954,0.032264,1
2019-11-01,c0003920,108001212,0.030939,1
2020-03-21,c0001872,108001922,0.04826,1
2018-10-15,c0000451,108000258,0.013281,1
2019-12-23,c0001936,108001603,0.037203,2
2020-02-28,c0002220,108001970,0.014061,1
2018-11-19,c0001335,108000087,0.030747,1
2019-04-15,c0000830,108000868,0.033337,2
2020-08-29,c0002158,108002336,0.058384,1
2019-10-12,c0003361,108001107,0.042504,1
2018-12-28,c0000031,108000539,0.012389,2
2019-02-26,c0000693,108000978,0.04732,1
2018-11-16,c0001443,108000107,0.013571,1
2020-08-06,c0000062,108002560,0.015207,1
2020-05-09,c0000551,108002109,0.028321,1
2018-12-29,c0003782,108000045,0.009368,2
2019-01-19,c0001760,108000224,0.032574,1
2020-04-09,c0003571,108001910,0.036616,2
2018-10-30,c0000145,108000109,0.013828,1
2019-05-09,c0001224,108000846,0.030018,2
2019-06-04,c0000731,108000846,0.033713,2
2018-11-10,c0003273,108000079,0.028275,1
2019-02-09,c0001651,108000609,0.013678,2
2019-11-08,c0001219,108001509,0.04485,1
2019-10-31,c0003571,108001396,0.049767,1
2019-10-26,c0003805,108001356,0.020515,2
2020-04-29,c0003448,108001887,0.025576,2
2020-06-02,c0002848,108001855,0.033067,2
2020-08-30,c0002212,108002430,0.025077,1
2019-02-05,c0002425,108000854,0.030771,2
2018-10-23,c0002409,108000107,0.013515,1
2018-10-20,c0000487,108000395,0.025694,1
2019-08-13,c0002811,108001529,0.023907,2
2018-10-29,c0001873,108000255,0.050098,1
2020-09-13,c0002089,108002480,0.019575,1
2019-02-11,c0000860,108000428,0.01721,2
2020-04-21,c0002250,108002060,0.016502,1
2018-10-27,c0002055,108000387,0.020532,2
2020-08-14,c0001161,108002495,0.027479,1
2020-04-17,c0000743,108002064,0.050674,2
2018-10-09,c0003014,108000525,0.037438,1
2019-10-15,c0003947,108001363,0.058308,1
2020-05-06,c0001926,108001751,0.04089,2
2020-02-28,c0001209,108002148,0.049616,1
2019-04-13,c0002120,108001041,0.024343,1
2019-03-04,c0000602,108001022,0.032062,2
2019-04-21,c0002333,108000851,0.016881,2
2019-11-25,c0002485,108001383,0.015763,1
2020-05-13,c0003362,108001742,0.012875,2
2020-08-22,c0001251,108002478,0.047195,1
2019-11-14,c0000789,108001463,0.046865,1
2019-05-10,c0000615,108000698,0.02615,1
2019-04-11,c0000032,108000696,0.015577,2
2019-10-04,c0003863,108001244,0.042513,1
2019-05-06,c0002392,108000718,0.011331,2
2019-11-27,c0001703,108001392,0.030075,2
2019-04-14,c0001789,108000733,0.020095,1
2020-09-21,c0000331,108002430,0.017068,2
2018-12-25,c0000678,108000141,0.021371,2
2019-01-21,c0001652,108000514,0.015185,2
2020-03-09,c0000520,108001781,0.036521,1
2020-08-25,c0002516,108002664,0.046273,1
2018-12-17,c0003382,108000213,0.014021,1
2019-11-29,c0002386,108001244,0.025235,1
2019-10-09,c0001987,108001115,0.021621,2
2019-10-30,c0002344,108001343,0.016681,2
2019-03-08,c0002296,108000665,0.013788,1
2020-08-21,c0002921,108002337,0.046926,1
2020-02-07,c0002559,108001900,0.035366,1
2018-11-12,c0002070,108000186,0.025586,1
2020-04-22,c0002705,108001781,0.036407,1
2019-05-19,c0001977,108000868,0.036738,2
2020-09-16,c0002517,108002392,0.050009,1
2019-06-26,c0001642,108000997,0.057702,1
2020-03-21,c0003996,108002120,0.055987,2
2019-04-18,c0001901,108000723,0.050222,1
2019-12-30,c0003334,108001497,0.022333,1
2019-11-03,c0003336,108001501,0.032517,2
2019-04-15,c0001383,108000741,0.018674,1
2020-04-18,c0000767,108001900,0.035138,2
2019-06-11,c0002847,108000664,0.032273,2
2018-12-03,c0000536,108000234,0.021282,1
2020-04-01,c0001604,108001923,0.047255,1
2020-03-27,c0000603,108002163,0.045265,1
2020-03-17,c0001289,108001954,0.03237,1
2019-03-12,c0000027,108000696,0.024292,1
2019-11-30,c0001080,108001171,0.025265,1
2019-01-07,c0002160,108000474,0.008184,1
2019-09-04,c0002244,108001436,0.034207,1
2020-05-04,c0001188,108001923,0.047156,1
2018-12-28,c0001970,108000224,0.046023,1
2019-02-10,c0000210,108000709,0.046208,1
2019-11-13,c0000332,108001396,0.049659,1
2019-04-10,c0000760,108000626,0.022886,2
2020-10-16,c0000686,108002641,0.022613,2
2018-12-10,c0000632,108000224,0.030255,2
2020-06-13,c0001230,108002092,0.03356,2
2020-09-15,c0001190,108002322,0.02672,1
2020-02-09,c0002888,108001816,0.047043,1
2018-12-02,c0000056,108000036,0.048402,1
2019-11-24,c0003002,108001519,0.036636,2
2019-04-19,c0000295,108000600,0.057452,2
2020-04-08,c0002788,108001887,0.025556,1
2020-06-08,c0002859,108001923,0.047142,2
2020-02-25,c0003213,108001876,0.02147,1
2019-03-12,c0002169,108000841,0.014069,1
2019-11-02,c0003952,108001220,0.03549,2
2020-04-27,c0003897,108001974,0.010025,1
2019-09-27,c0000978,108001450,0.014502,1
2020-05-16,c0002717,108001776,0.01835,2
2019-03-28,c0000835,108001006,0.04881,1
2020-06-06,c0001638,108001993,0.022697,1
2019-05-18,c0000077,108000992,0.035147,1
2019-04-03,c0002815,108000929,0.022483,1
2019-09-12,c0003812,108001085,0.049718,2
2019-08-14,c0003190,108001283,0.036131,1
2018-12-04,c0000516,108000242,0.031503,2
2020-10-18,c0001316,108002738,0.024239,1
2020-06-11,c0001658,108001742,0.008007,1
2020-02-18,c0000030,108001974,0.015244,1
2019-04-23,c0002006,108000868,0.029978,2
2020-03-31,c0000728,108001984,0.041682,1
2019-03-28,c0001134,108000885,0.028406,2
2020-10-06,c0003606,108002568,0.028518,1
2018-12-18,c0002250,108000354,0.01861,1
2019-05-10,c0002716,108000784,0.044451,1
2020-05-28,c0000373,108002156,0.011482,2
2019-11-22,c0000722,108001590,0.010112,2
2018-11-24,c0001106,108000263,0.045387,1
2018-12-14,c0003480,108000190,0.027495,1
2019-04-12,c0003872,108000640,0.025441,1
2020-04-27,c0001007,108001825,0.010319,2
2020-10-07,c0001856,108002326,0.024881,2
2019-11-25,c0002166,108001084,0.022532,2
2020-06-07,c0002222,108001710,0.024924,2
2018-10-18,c0003821,108000095,0.050369,2
2020-08-27,c0000905,108002430,0.025051,1
2020-10-22,c0003438,108002653,0.023132,2
2019-11-02,c0003217,108001463,0.046628,1
2019-11-02,c0001062,108001321,0.030424,2
2019-10-07,c0002627,108001217,0.052877,2
2019-05-09,c0001249,108000712,0.051051,1
2018-11-15,c0000169,108000239,0.023349,1
2018-10-15,c0001168,108000546,0.022453,1
2020-02-13,c0002188,108002077,0.019251,1
2019-09-03,c0000329,108001166,0.015162,1
2020-09-09,c0001777,108002470,0.013601,2
2019-06-10,c0002737,108000966,0.034393,1
2020-09-16,c0002581,108002444,0.032667,2
2018-11-20,c0003884,108000339,0.045736,1
2018-11-10,c0003197,108000087,0.030448,2
2019-05-03,c0002521,108000654,0.023474,1
2020-05-30,c0000987,108001962,0.03744,1
2019-12-17,c0000553,108001209,0.027681,2
2019-04-24,c0003214,108000920,0.04743,1
2019-01-15,c0002123,108000060,0.041879,1
2020-09-28,c0001773,108002284,0.052632,1
2020-03-03,c0001713,108001842,0.031555,2
2019-10-05,c0002007,108001529,0.017254,1
2019-09-16,c0003318,108001506,0.015455,1
2020-03-14,c0003310,108002120,0.056097,1
2019-04-03,c0001292,108000586,0.027809,1
2020-03-04,c0003639,108002062,0.031703,1
2020-03-24,c0001697,108001921,0.012621,1
2020-08-11,c0001179,108002560,0.015314,2
2020-08-29,c0000804,108002444,0.032581,1
2019-03-07,c0000419,108000732,0.045779,1
2020-05-10,c0000311,108001995,0.020947,2
2019-12-25,c0000234,108001171,0.043127,1
2019-06-07,c0003250,108000813,0.016324,2
2019-02-27,c0001941,108000929,0.022552,1
2020-08-08,c0000111,108002273,0.034958,2
2018-11-11,c0002285,108000092,0.036311,1
2020-03-25,c0000268,108001921,0.012617,2
2019-10-06,c0003383,108001444,0.054427,1
2019-01-11,c0003107,108000087,0.017008,1
2019-06-22,c0000668,108000957,0.018666,1
2020-10-22,c0003671,108002404,0.030384,1
